starkizard,84,0,1,1,1,,,,,,,1,0,0,1,1,0,0,1,,,,,,0,0,1,1,1,0,0,1,,0,0,0,0,0,1,1,0,1,1,1,,,0,1,1,1,0,0,1,,1,1,1,1,1,1,0,1,1,1,1,,,,,,4,3,8,1,0,1,1,0,0,1,,1,1,1,0,1,1,0,0,0,0,0,0,0,,0,0,0,,0,0,1,,1,1,,1,0,1,1,0,0,1,,1,1,,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,1,,1,1,1,,1,1,1,,
Yajat Malhotra,83,0,1,1,1,,,,,,,1,0,1,1,1,0,0,0,,,,,,0,0,1,1,0,0,0,1,,1,0,1,1,1,1,1,0,1,1,1,,,1,1,1,1,0,0,1,,1,1,1,1,1,1,1,1,1,1,1,,,,,,4,0,10,1,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,1,0,0,0,,1,1,1,,1,1,0,,1,1,,1,1,1,1,0,0,1,,1,1,,1,1,1,0,1,1,,0,1,1,1,,1,1,1,1,1,,1,1,0,,0,1,1,,
JP,82,0,1,1,1,,,,,,,1,1,1,1,1,1,1,1,,,,,,1,1,0,0,1,0,0,1,,1,1,1,1,0,1,1,1,0,1,1,,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,,,,,4,0,7,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,,1,1,0,,1,1,,1,0,1,0,0,0,1,,1,0,,1,0,1,1,0,0,,1,1,1,1,,1,1,0,0,1,,1,1,1,,1,1,1,,
Gautam,81,0,1,1,1,,,,,,,0,0,1,0,1,1,1,1,,,,,,0,0,0,0,0,0,0,0,,1,0,1,0,1,0,1,0,0,1,1,,,1,1,1,1,1,1,1,,1,0,1,1,1,1,1,1,1,1,1,,,,,,4,0,12,1,1,1,1,0,0,1,,0,1,1,0,1,0,0,0,0,0,0,0,0,,1,1,1,,0,1,0,,1,1,,0,0,0,0,0,0,0,,1,1,,1,0,0,1,1,1,,1,1,1,1,,1,1,1,0,1,,1,1,1,,1,1,1,,
Atul Anand,81,0,1,1,1,,,,,,,1,1,1,1,1,1,1,1,,,,,,0,0,0,1,0,0,1,0,,1,1,1,0,1,1,1,1,1,1,1,,,1,1,1,1,1,0,1,,1,1,1,0,1,1,1,1,1,1,1,,,,,,4,3,1,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,,1,1,0,,1,1,,1,1,1,1,1,0,1,,1,1,,1,1,1,0,0,0,,1,1,1,0,,1,1,1,1,1,,1,1,1,,1,1,1,,
hritikkhurana10sm,81,0,1,1,1,,,,,,,1,0,0,0,1,0,0,0,,,,,,0,0,0,0,0,0,1,0,,1,0,1,0,1,1,0,0,0,1,1,,,1,1,1,1,0,0,1,,1,1,1,1,1,1,0,0,0,0,1,,,,,,4,7,21,1,0,0,1,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,,1,1,0,,1,1,,1,0,0,0,0,0,1,,1,1,,1,0,1,0,0,0,,1,1,1,0,,1,0,0,0,1,,1,0,1,,0,0,1,,
Boyuan Liu,81,0,1,1,1,,,,,,,1,1,1,1,1,1,1,1,,,,,,0,0,0,0,1,0,0,0,,1,1,0,1,1,1,1,1,1,0,1,,,0,1,1,1,0,1,1,,1,1,1,1,1,1,0,0,0,1,1,,,,,,4,4,7,1,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,,1,1,1,,1,1,,1,0,1,1,1,0,1,,0,0,,0,1,1,1,1,1,,1,1,0,0,,1,1,1,0,1,,1,1,1,,1,0,1,,
Shaurya Guliani,79,0,1,1,1,,,,,,,0,0,1,1,1,1,0,1,,,,,,0,0,0,0,0,0,0,0,,1,0,0,0,1,1,1,0,1,1,1,,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,,,,,4,0,12,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,,1,1,0,,1,1,,1,0,0,1,0,0,1,,1,1,,1,0,1,1,1,0,,1,1,1,0,,1,1,1,0,1,,1,1,0,,1,1,1,,
joshi08,78,0,1,1,1,,,,,,,1,0,0,0,1,0,0,1,,,,,,0,0,1,1,0,0,0,0,,1,0,0,0,0,1,1,0,1,1,1,,,1,1,1,1,0,0,1,,1,0,1,1,1,1,1,1,1,1,1,,,,,,4,1,9,1,1,1,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,,1,1,0,,1,1,,1,0,1,0,0,0,1,,1,1,,1,1,1,1,1,1,,1,1,1,1,,1,1,1,0,1,,1,1,1,,1,1,1,,
Pragya Mittal,77,0,1,1,1,,,,,,,0,0,0,0,1,0,0,1,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,1,0,1,0,1,,,0,1,0,1,0,0,1,,1,1,1,1,1,1,0,1,0,1,1,,,,,,4,0,20,1,1,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,1,1,,1,1,0,,1,1,,1,1,1,1,0,0,1,,0,1,,1,0,1,1,0,0,,1,1,1,1,,1,1,1,0,1,,1,1,1,,1,1,1,,
Priyadarshini Chettiar,77,0,1,1,1,,,,,,,1,1,1,1,1,1,1,1,,,,,,0,0,0,1,1,1,1,1,,1,1,1,1,1,1,0,1,1,1,1,,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,,,,,4,0,2,1,1,1,1,0,0,0,,0,0,0,0,0,0,1,1,0,0,0,0,0,,1,1,1,,1,1,0,,1,1,,1,0,1,0,0,0,1,,1,1,,1,0,1,1,0,1,,1,1,0,1,,0,1,0,0,0,,0,0,0,,0,1,0,,
Rehannah,77,0,1,1,1,,,,,,,1,1,1,1,1,1,1,1,,,,,,1,0,0,1,0,1,1,1,,1,1,1,1,0,1,0,1,0,1,0,,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,,,,,4,0,5,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,,1,1,0,,1,1,,1,0,1,1,0,0,1,,0,1,,1,1,1,0,1,0,,0,0,1,0,,1,1,0,0,1,,1,0,1,,1,1,1,,
Yi,76,0,1,1,1,,,,,,,0,0,0,0,1,1,1,1,,,,,,0,0,0,0,0,0,0,1,,0,0,0,1,0,0,0,1,0,1,0,,,0,0,1,1,1,0,1,,1,1,1,1,1,1,1,0,1,1,1,,,,,,4,7,9,1,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,1,,0,1,0,,1,1,,1,0,1,0,0,0,1,,0,1,,1,1,1,1,0,1,,1,1,1,1,,1,1,1,1,1,,1,1,0,,1,1,1,,
Ankush Singh Gandhi,76,0,1,1,1,,,,,,,0,0,1,0,1,0,0,1,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,1,0,,,0,0,1,0,0,0,1,,1,1,1,1,1,1,1,1,1,1,1,,,,,,4,4,15,1,1,1,1,0,0,0,,0,0,0,1,1,1,1,1,0,0,1,0,0,,1,1,1,,1,1,0,,1,1,,1,0,0,0,0,0,0,,1,0,,0,0,0,0,0,0,,1,0,1,0,,1,1,1,0,1,,1,1,1,,1,1,1,,
Ajay Bairwa,75,0,1,1,1,,,,,,,1,0,1,0,1,0,0,1,,,,,,1,1,1,0,0,1,1,1,,0,0,1,1,1,1,1,1,1,1,1,,,1,1,1,1,0,0,1,,1,1,1,1,1,1,0,1,1,1,1,,,,,,4,0,10,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,,1,1,0,,1,1,,0,0,0,0,0,0,1,,0,1,,1,1,1,0,0,1,,1,1,1,0,,1,1,0,1,1,,1,0,1,,0,0,0,,
mriceflame,73,0,1,1,1,,,,,,,1,1,1,1,1,1,1,1,,,,,,0,1,0,0,1,0,0,0,,1,0,0,1,1,0,0,1,0,1,1,,,1,1,1,1,1,0,1,,1,1,1,1,1,1,1,1,1,1,1,,,,,,4,1,4,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,1,,0,1,0,,1,1,,1,0,1,0,1,0,0,,0,1,,0,1,0,1,1,1,,1,1,0,0,,1,1,1,1,1,,1,1,1,,1,1,1,,
Shikha Gupta,73,0,1,1,1,,,,,,,1,1,0,1,0,0,1,1,,,,,,0,0,0,0,1,0,0,0,,1,0,1,0,1,0,1,1,1,0,1,,,1,1,1,0,1,1,1,,1,1,1,0,0,0,1,1,0,0,1,,,,,,3,0,10,1,1,1,0,0,0,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,,1,1,1,,1,1,0,,1,1,,0,0,1,0,0,0,1,,1,1,,1,1,1,1,0,0,,1,1,1,0,,1,1,1,1,1,,1,1,0,,0,1,1,,
Aashi Shah,74,0,1,1,1,,,,,,,1,1,1,1,1,1,1,1,,,,,,0,0,0,1,0,0,0,0,,0,0,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,1,1,1,1,1,1,0,1,1,1,1,,,,,,3,0,5,1,0,0,1,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,,1,1,0,,1,1,,0,0,1,0,0,0,1,,1,1,,1,1,1,1,0,0,,1,1,1,1,,1,1,0,0,1,,1,0,1,,0,0,1,,
parasg1999,76,0,1,1,1,,,,,,,1,1,0,1,1,0,0,0,,,,,,0,0,0,0,1,1,0,1,,1,0,1,1,1,1,0,0,1,0,1,,,0,1,1,0,1,0,1,,1,1,1,1,1,1,1,1,1,1,1,,,,,,4,0,4,1,1,0,1,0,0,0,,1,1,0,0,1,0,0,0,0,1,0,0,1,,1,1,1,,1,1,0,,1,1,,1,1,0,1,1,0,1,,0,1,,1,1,1,1,1,1,,1,1,0,1,,1,1,1,1,1,,1,0,0,,0,0,0,,
Pragati Gupta,74,0,1,1,1,,,,,,,1,0,0,0,1,0,0,0,,,,,,0,0,0,1,0,0,0,0,,0,0,1,0,1,0,0,0,1,1,1,,,1,1,1,1,0,0,1,,1,1,1,1,1,1,0,1,1,1,1,,,,,,4,0,7,1,1,1,0,0,0,0,,1,0,0,1,0,0,1,0,0,0,0,0,0,,1,1,1,,1,1,0,,1,1,,1,1,1,1,0,0,1,,1,1,,1,1,1,1,0,0,,0,1,1,1,,1,1,1,1,1,,1,1,0,,1,1,1,,
S SOORAJ,71,0,1,1,1,,,,,,,1,1,1,1,1,1,1,1,,,,,,0,0,0,0,0,0,1,1,,0,0,1,1,1,1,1,0,1,1,1,,,1,1,1,1,1,1,1,,1,1,1,1,1,1,0,1,0,1,1,,,,,,1,0,6,1,0,0,1,0,0,0,,0,1,0,0,1,0,0,1,0,1,0,0,1,,1,1,1,,1,1,0,,1,0,,0,0,0,0,0,0,1,,1,0,,1,0,1,0,1,0,,1,1,1,0,,0,0,0,0,1,,1,0,1,,1,1,1,,
Khushali Pariyal,71,0,1,1,1,,,,,,,1,1,0,0,1,1,1,1,,,,,,0,0,0,0,0,0,0,0,,0,1,1,0,1,1,1,1,1,1,1,,,1,1,1,1,1,1,0,,1,0,1,1,1,1,1,1,1,1,1,,,,,,4,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,,1,1,1,,1,1,,1,0,1,0,1,0,1,,1,1,,1,1,1,1,0,1,,1,1,1,1,,1,1,1,0,1,,1,1,0,,1,1,1,,
_sunny_,71,0,1,1,1,,,,,,,1,1,1,1,1,1,1,1,,,,,,0,0,0,0,0,0,0,0,,1,1,1,1,0,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,1,1,1,1,1,1,0,1,1,1,0,,,,,,4,0,6,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,,1,1,0,,1,1,,1,0,1,0,0,0,1,,1,1,,1,0,1,0,0,0,,1,1,1,0,,1,0,0,1,1,,1,0,1,,1,0,1,,
CHIKHI Sofiane,74,0,1,1,1,,,,,,,1,1,1,1,1,1,1,1,,,,,,0,0,0,0,0,0,0,0,,1,1,1,1,0,1,1,0,0,1,1,,,1,1,1,1,1,1,1,,1,1,0,0,1,1,1,1,1,1,1,,,,,,3,5,10,1,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,,1,1,0,,1,1,,0,0,1,0,0,0,1,,0,1,,1,1,1,0,0,0,,0,0,0,0,,0,0,0,0,0,,1,1,1,,1,0,1,,
yalematta,70,0,1,1,1,,,,,,,1,0,1,0,1,1,0,0,,,,,,0,0,0,0,0,1,1,1,,1,1,1,1,1,1,1,0,1,1,1,,,1,1,1,1,1,0,1,,1,1,1,1,1,1,1,1,1,1,1,,,,,,4,0,6,1,0,0,1,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,,1,1,0,,1,1,,1,0,0,0,0,0,0,,0,1,,1,0,0,0,0,0,,1,1,0,0,,0,1,0,0,1,,1,1,0,,1,1,1,,
Siddharth Dayalwal,69,0,1,1,1,,,,,,,1,0,0,0,0,0,0,1,,,,,,0,0,0,0,0,0,0,0,,1,0,0,1,0,0,1,0,1,0,1,,,0,0,0,0,1,0,1,,1,1,1,1,1,1,1,1,1,1,1,,,,,,4,3,14,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,,1,1,0,,0,1,,0,0,0,0,0,0,0,,1,1,,1,1,1,0,0,0,,1,0,1,0,,1,1,1,0,1,,1,1,1,,1,1,1,,
Ayush Jain,69,0,1,1,1,,,,,,,1,0,0,0,1,1,1,0,,,,,,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,1,0,1,1,,,1,0,1,1,1,1,1,,1,1,1,1,1,1,0,0,0,1,1,,,,,,3,0,8,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,1,0,0,1,0,0,,1,1,1,,1,1,0,,1,1,,1,1,0,0,1,0,1,,0,0,,1,1,1,0,0,0,,1,0,1,1,,1,1,1,1,1,,1,1,1,,1,1,1,,
Akshu,69,0,1,1,1,,,,,,,1,1,1,1,1,1,0,0,,,,,,0,0,1,1,0,0,1,1,,0,0,1,1,1,1,0,1,1,1,0,,,1,1,1,1,1,1,1,,1,1,1,1,1,1,0,1,1,1,1,,,,,,2,0,3,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,,1,1,0,,1,1,,1,0,1,1,0,0,1,,1,0,,1,1,1,1,0,1,,0,1,1,0,,1,1,1,1,1,,1,0,0,,1,1,0,,
Ikram Bel,69,0,1,1,1,,,,,,,1,1,1,1,1,1,1,1,,,,,,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,0,,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,,,,,3,0,11,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,,1,1,0,,1,0,,0,0,0,0,0,0,1,,1,0,,1,0,1,0,0,0,,1,0,1,0,,0,0,0,0,0,,0,0,1,,1,0,0,,
Ahelee_Bhattacharya,68,0,1,1,1,,,,,,,1,0,1,0,1,0,0,1,,,,,,0,0,0,0,0,0,0,1,,0,0,1,1,1,1,0,0,1,1,1,,,0,1,1,1,0,0,1,,1,1,1,1,1,1,1,1,1,1,1,,,,,,4,0,6,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,,1,1,0,,1,1,,1,0,1,0,1,0,1,,1,1,,0,1,1,0,0,0,,1,1,1,0,,1,1,1,0,1,,1,0,1,,1,1,1,,
Harshita Jain,68,0,1,1,1,,,,,,,1,0,0,0,1,0,0,0,,,,,,0,0,0,0,0,0,0,0,,1,0,1,1,1,1,1,0,1,1,1,,,1,1,1,1,0,0,1,,1,1,1,1,1,1,1,1,1,1,1,,,,,,3,0,3,1,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,0,0,,1,0,1,,1,1,0,,1,1,,1,0,1,1,1,0,1,,1,1,,1,1,1,1,0,0,,1,1,1,0,,1,1,1,0,1,,1,0,1,,1,1,1,,
Utkarsh Singh,68,0,1,1,1,,,,,,,0,0,1,0,1,0,0,1,,,,,,0,0,0,1,0,0,1,0,,1,0,1,0,1,0,1,1,1,1,1,,,0,1,1,1,0,0,1,,1,1,1,1,1,1,1,1,1,1,0,,,,,,4,1,9,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,,1,1,0,,1,1,,0,0,0,0,0,0,1,,0,1,,1,1,1,0,0,1,,1,0,1,0,,1,1,1,0,1,,1,0,1,,1,1,0,,
Usman Hamid,68,0,1,1,1,,,,,,,1,1,1,1,1,1,1,1,,,,,,1,0,0,0,1,0,1,1,,1,1,1,1,0,1,0,1,0,1,1,,,1,1,1,1,1,0,1,,1,1,1,1,1,1,1,0,0,1,1,,,,,,0,1,8,1,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,,1,0,1,,0,1,0,,1,0,,1,0,1,0,1,0,0,,0,0,,0,0,0,0,0,0,,1,1,1,0,,1,1,1,0,1,,1,1,1,,0,0,1,,
Ishita S 3101,67,0,1,1,1,,,,,,,1,0,1,0,1,0,0,1,,,,,,0,0,1,0,0,0,0,0,,1,0,1,0,1,1,1,0,1,1,1,,,1,1,1,1,0,0,1,,1,0,1,1,1,1,0,1,1,1,1,,,,,,4,1,5,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,1,0,,1,1,,0,0,0,1,0,0,1,,1,1,,1,1,0,1,0,0,,1,1,1,1,,1,1,1,1,1,,1,1,1,,1,1,0,,
Amit Agarwal,67,1,1,1,1,,,,,,,0,1,0,0,1,1,1,1,,,,,,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,1,1,1,0,1,,,1,1,0,0,1,0,0,,1,1,1,1,1,1,0,0,1,0,1,,,,,,4,0,1,1,0,1,1,0,0,1,,0,0,0,0,0,1,1,1,0,0,0,0,0,,1,1,1,,1,1,1,,1,1,,0,0,1,0,0,0,0,,1,1,,1,1,1,1,0,1,,1,1,1,0,,1,0,1,1,1,,1,1,1,,1,1,1,,
Shubham Patel,65,1,1,1,1,,,,,,,1,0,0,0,1,0,0,0,,,,,,0,0,0,0,0,0,0,0,,0,0,1,0,0,1,1,0,1,0,1,,,0,1,1,0,0,0,1,,1,1,1,1,1,1,1,1,1,1,1,,,,,,2,1,9,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,,1,0,0,,1,1,,1,0,0,0,0,0,1,,0,1,,1,1,1,0,0,1,,1,0,1,1,,1,1,1,1,1,,1,1,1,,1,1,1,,
Shweta,65,0,1,1,1,,,,,,,1,0,0,0,1,0,0,0,,,,,,0,0,0,1,0,0,0,0,,0,0,1,0,1,0,1,0,1,1,1,,,1,0,1,1,0,0,1,,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,0,7,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,0,0,,1,1,,0,0,1,1,0,0,1,,1,1,,1,1,1,1,1,0,,1,1,1,1,,1,1,1,1,1,,1,1,1,,1,1,1,,
Sanyog Jain,64,0,1,1,1,,,,,,,1,0,0,0,1,0,0,0,,,,,,0,0,0,0,0,0,0,0,,1,0,1,1,1,1,1,0,1,1,1,,,1,1,1,1,0,0,1,,1,1,1,1,1,1,0,1,1,1,1,,,,,,3,0,3,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,,1,1,0,,1,1,,0,1,0,1,0,0,1,,0,1,,1,1,1,1,1,1,,1,1,0,0,,1,1,1,0,1,,1,0,0,,1,1,1,,
Joel Sunny Varghese,64,0,1,1,1,,,,,,,1,0,0,0,1,0,0,0,,,,,,0,0,0,0,0,0,0,0,,1,0,0,0,0,1,1,0,0,1,1,,,1,1,0,0,0,0,0,,1,1,1,1,1,1,0,1,0,0,1,,,,,,4,4,6,1,1,1,1,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,,0,1,0,,1,0,,1,0,1,0,1,0,1,,0,1,,0,1,1,1,0,0,,1,1,1,0,,1,1,1,0,0,,1,1,1,,1,1,1,,
